Split,Image,Class_ID,Species,Image_Width,Image_Height,Center_X,Center_Y,BBox_Width,BBox_Height,BBox_Area
train,002_jpg.rf.130be8cea6916f0b23e66d22daca3d3a.jpg,2,ButterflyFish,640,640,0.37421875,0.4078125,0.2609375,0.1828125,0.04770263671875
train,002_jpg.rf.130be8cea6916f0b23e66d22daca3d3a.jpg,2,ButterflyFish,640,640,0.778125,0.38515625,0.1140625,0.0609375,0.00695068359375
train,002_jpg.rf.130be8cea6916f0b23e66d22daca3d3a.jpg,2,ButterflyFish,640,640,0.6625,0.540625,0.3546875,0.446875,0.1585009765625
train,002_jpg.rf.130be8cea6916f0b23e66d22daca3d3a.jpg,2,ButterflyFish,640,640,0.6125,0.80390625,0.28125,0.1609375,0.045263671875
train,002_jpg.rf.130be8cea6916f0b23e66d22daca3d3a.jpg,2,ButterflyFish,640,640,0.64375,0.9203125,0.1265625,0.103125,0.013051757812499998
train,002_jpg.rf.130be8cea6916f0b23e66d22daca3d3a.jpg,2,ButterflyFish,640,640,0.5515625,0.9515625,0.1046875,0.0859375,0.00899658203125
train,002_jpg.rf.2f5deb4bb969ad624925f5be7a5e1441.jpg,2,ButterflyFish,640,640,0.23125,0.8640625,0.121875,0.18125,0.022089843749999998
train,002_jpg.rf.2f5deb4bb969ad624925f5be7a5e1441.jpg,2,ButterflyFish,640,640,0.41953125,0.36640625,0.1625,0.2484375,0.04037109375
train,002_jpg.rf.2f5deb4bb969ad624925f5be7a5e1441.jpg,2,ButterflyFish,640,640,0.36171875,0.7671875,0.0515625,0.109375,0.0056396484374999995
train,002_jpg.rf.2f5deb4bb969ad624925f5be7a5e1441.jpg,2,ButterflyFish,640,640,0.5265625,0.665625,0.4203125,0.31875,0.13397460937499997
train,002_jpg.rf.2f5deb4bb969ad624925f5be7a5e1441.jpg,2,ButterflyFish,640,640,0.79296875,0.63828125,0.1375,0.2703125,0.03716796875
train,002_jpg.rf.2f5deb4bb969ad624925f5be7a5e1441.jpg,2,ButterflyFish,640,640,0.90625,0.6796875,0.09375,0.11875,0.011132812499999999
train,002_jpg.rf.2f5deb4bb969ad624925f5be7a5e1441.jpg,2,ButterflyFish,640,640,0.9453125,0.590625,0.078125,0.0984375,0.0076904296875
train,002_jpg.rf.3468dfbec49bbe1013f289933fbbc2a7.jpg,2,ButterflyFish,640,640,0.76875,0.1359375,0.121875,0.18125,0.022089843749999998
train,002_jpg.rf.3468dfbec49bbe1013f289933fbbc2a7.jpg,2,ButterflyFish,640,640,0.58046875,0.63359375,0.1609375,0.2484375,0.03998291015625
train,002_jpg.rf.3468dfbec49bbe1013f289933fbbc2a7.jpg,2,ButterflyFish,640,640,0.63828125,0.2328125,0.0515625,0.109375,0.0056396484374999995
train,002_jpg.rf.3468dfbec49bbe1013f289933fbbc2a7.jpg,2,ButterflyFish,640,640,0.4734375,0.334375,0.4203125,0.31875,0.13397460937499997
train,002_jpg.rf.3468dfbec49bbe1013f289933fbbc2a7.jpg,2,ButterflyFish,640,640,0.20703125,0.36171875,0.1375,0.2703125,0.03716796875
train,002_jpg.rf.3468dfbec49bbe1013f289933fbbc2a7.jpg,2,ButterflyFish,640,640,0.09375,0.3203125,0.09375,0.11875,0.011132812499999999
train,002_jpg.rf.3468dfbec49bbe1013f289933fbbc2a7.jpg,2,ButterflyFish,640,640,0.0546875,0.409375,0.078125,0.0984375,0.0076904296875
train,002_jpg.rf.59d10ae15a65ca2e2495be6ec4c7f1d2.jpg,2,ButterflyFish,640,640,0.11015625,0.27109375,0.19375,0.140625,0.027246093750000002
train,002_jpg.rf.59d10ae15a65ca2e2495be6ec4c7f1d2.jpg,2,ButterflyFish,640,640,0.62421875,0.40625,0.2640625,0.1875,0.049511718749999996
train,002_jpg.rf.59d10ae15a65ca2e2495be6ec4c7f1d2.jpg,2,ButterflyFish,640,640,0.21953125,0.390625,0.1140625,0.0625,0.00712890625
train,002_jpg.rf.59d10ae15a65ca2e2495be6ec4c7f1d2.jpg,2,ButterflyFish,640,640,0.33828125,0.54375,0.3609375,0.4515625,0.16298583984375
train,002_jpg.rf.59d10ae15a65ca2e2495be6ec4c7f1d2.jpg,2,ButterflyFish,640,640,0.39296875,0.80546875,0.2828125,0.165625,0.0468408203125
train,002_jpg.rf.59d10ae15a65ca2e2495be6ec4c7f1d2.jpg,2,ButterflyFish,640,640,0.3640625,0.92265625,0.128125,0.10625,0.013613281249999998
train,002_jpg.rf.59d10ae15a65ca2e2495be6ec4c7f1d2.jpg,2,ButterflyFish,640,640,0.45625,0.95234375,0.10625,0.0875,0.009296875
train,002_jpg.rf.dd55ef0fe4a812b2cc3935c6edd0e262.jpg,2,ButterflyFish,640,640,0.16171875,0.8,0.15625,0.203125,0.03173828125
train,002_jpg.rf.dd55ef0fe4a812b2cc3935c6edd0e262.jpg,2,ButterflyFish,640,640,0.44921875,0.35234375,0.209375,0.2765625,0.0579052734375
train,002_jpg.rf.dd55ef0fe4a812b2cc3935c6edd0e262.jpg,2,ButterflyFish,640,640,0.309375,0.7328125,0.0734375,0.1171875,0.00860595703125
train,002_jpg.rf.dd55ef0fe4a812b2cc3935c6edd0e262.jpg,2,ButterflyFish,640,640,0.49140625,0.6671875,0.478125,0.3984375,0.19050292968750002
train,002_jpg.rf.dd55ef0fe4a812b2cc3935c6edd0e262.jpg,2,ButterflyFish,640,640,0.7578125,0.69609375,0.190625,0.29375,0.055996093749999996
train,002_jpg.rf.dd55ef0fe4a812b2cc3935c6edd0e262.jpg,2,ButterflyFish,640,640,0.86015625,0.76015625,0.115625,0.1359375,0.0157177734375
train,002_jpg.rf.dd55ef0fe4a812b2cc3935c6edd0e262.jpg,2,ButterflyFish,640,640,0.91640625,0.68125,0.096875,0.1125,0.0108984375
train,002_jpg.rf.ef412820d1f3419800d1f364f26da937.jpg,2,ButterflyFish,640,640,0.23125,0.1359375,0.121875,0.18125,0.022089843749999998
train,002_jpg.rf.ef412820d1f3419800d1f364f26da937.jpg,2,ButterflyFish,640,640,0.41953125,0.63359375,0.1625,0.2484375,0.04037109375
train,002_jpg.rf.ef412820d1f3419800d1f364f26da937.jpg,2,ButterflyFish,640,640,0.36171875,0.2328125,0.0515625,0.109375,0.0056396484374999995
train,002_jpg.rf.ef412820d1f3419800d1f364f26da937.jpg,2,ButterflyFish,640,640,0.5265625,0.334375,0.4203125,0.31875,0.13397460937499997
train,002_jpg.rf.ef412820d1f3419800d1f364f26da937.jpg,2,ButterflyFish,640,640,0.79296875,0.36171875,0.1375,0.2703125,0.03716796875
train,002_jpg.rf.ef412820d1f3419800d1f364f26da937.jpg,2,ButterflyFish,640,640,0.90625,0.3203125,0.09375,0.11875,0.011132812499999999
train,002_jpg.rf.ef412820d1f3419800d1f364f26da937.jpg,2,ButterflyFish,640,640,0.9453125,0.409375,0.078125,0.0984375,0.0076904296875
train,003_jpg.rf.20312651f346e7c832a53c26036990be.jpg,2,ButterflyFish,640,640,0.528125,0.49453125,0.4,0.575,0.22999999999999998
train,003_jpg.rf.20312651f346e7c832a53c26036990be.jpg,2,ButterflyFish,640,640,0.06328125,0.7109375,0.1265625,0.565625,0.0715869140625
train,003_jpg.rf.d0d01882626b24024ed7bd381e00af7e.jpg,2,ButterflyFish,640,640,0.4875,0.47421875,0.659375,0.5359375,0.3533837890625
train,003_jpg.rf.d0d01882626b24024ed7bd381e00af7e.jpg,2,ButterflyFish,640,640,0.76328125,0.86640625,0.4734375,0.2671875,0.12649658203125003
train,004_jpg.rf.064595d21414dd0d6e1363cea40d30cc.jpg,2,ButterflyFish,640,640,0.43828125,0.63828125,0.2234375,0.3921875,0.08762939453125002
train,004_jpg.rf.064595d21414dd0d6e1363cea40d30cc.jpg,2,ButterflyFish,640,640,0.1015625,0.30390625,0.0375,0.0234375,0.0008789062499999999
train,004_jpg.rf.1a3acf41cadb74b99b8a3c2bc6b31fc1.jpg,2,ButterflyFish,640,640,0.56171875,0.36171875,0.2234375,0.3921875,0.08762939453125002
train,004_jpg.rf.1a3acf41cadb74b99b8a3c2bc6b31fc1.jpg,2,ButterflyFish,640,640,0.78671875,0.51484375,0.2609375,0.3328125,0.08684326171875
train,004_jpg.rf.370792db9b03d9af0345e6487870650b.jpg,2,ButterflyFish,640,640,0.56171875,0.36171875,0.2234375,0.3921875,0.08762939453125002
train,004_jpg.rf.370792db9b03d9af0345e6487870650b.jpg,2,ButterflyFish,640,640,0.78671875,0.51484375,0.2609375,0.3328125,0.08684326171875
train,004_jpg.rf.3cc4186fbc3970a4d89f16453ffb1351.jpg,2,ButterflyFish,640,640,0.353125,0.53671875,0.425,0.2875,0.12218749999999999
train,004_jpg.rf.3cc4186fbc3970a4d89f16453ffb1351.jpg,2,ButterflyFish,640,640,0.46953125,0.76875,0.365625,0.30625,0.11197265625
train,004_jpg.rf.913fca1821e334719ae8ad8bdb2147af.jpg,2,ButterflyFish,640,640,0.43828125,0.36171875,0.2234375,0.3921875,0.08762939453125002
train,004_jpg.rf.913fca1821e334719ae8ad8bdb2147af.jpg,2,ButterflyFish,640,640,0.2296875,0.51640625,0.253125,0.3265625,0.0826611328125
train,004_jpg.rf.e6b79b1748857352ccd13d782917283d.jpg,2,ButterflyFish,640,640,0.6375,0.5640625,0.3953125,0.2296875,0.09079833984374999
train,004_jpg.rf.e6b79b1748857352ccd13d782917283d.jpg,2,ButterflyFish,640,640,0.296875,0.8953125,0.0234375,0.0375,0.0008789062499999999
train,005_jpg.rf.aa7b6fb7e2eb3cc32e57eaef6e8a8852.jpg,2,ButterflyFish,640,640,0.465625,0.55,0.38125,0.403125,0.15369140625
train,005_jpg.rf.e9841c37fffe746f1cf5a2d4cb1a5bac.jpg,2,ButterflyFish,640,640,0.46328125,0.5484375,0.4015625,0.421875,0.1694091796875
train,006_jpg.rf.c597401dfa7420252a29e13218eba83b.jpg,2,ButterflyFish,640,640,0.4015625,0.34921875,0.2953125,0.2515625,0.07428955078125
train,006_jpg.rf.c597401dfa7420252a29e13218eba83b.jpg,2,ButterflyFish,640,640,0.5421875,0.7890625,0.29375,0.1390625,0.040849609375000005
train,006_jpg.rf.d4a0c37d05971b4a97fd6862d1959231.jpg,2,ButterflyFish,640,640,0.646875,0.39609375,0.2421875,0.2875,0.06962890625
train,006_jpg.rf.d4a0c37d05971b4a97fd6862d1959231.jpg,2,ButterflyFish,640,640,0.2125,0.55234375,0.1296875,0.2890625,0.03748779296875
train,007_jpg.rf.467e989067d43eda95acdd1774d8aa96.jpg,2,ButterflyFish,640,640,0.75078125,0.3125,0.0859375,0.103125,0.0088623046875
train,007_jpg.rf.467e989067d43eda95acdd1774d8aa96.jpg,2,ButterflyFish,640,640,0.5296875,0.4984375,0.125,0.178125,0.022265625
train,007_jpg.rf.467e989067d43eda95acdd1774d8aa96.jpg,2,ButterflyFish,640,640,0.3359375,0.30078125,0.19375,0.2421875,0.046923828125000004
train,007_jpg.rf.467e989067d43eda95acdd1774d8aa96.jpg,2,ButterflyFish,640,640,0.6234375,0.175,0.103125,0.121875,0.012568359375
train,007_jpg.rf.467e989067d43eda95acdd1774d8aa96.jpg,2,ButterflyFish,640,640,0.40390625,0.6671875,0.1265625,0.0875,0.011074218749999998
train,007_jpg.rf.467e989067d43eda95acdd1774d8aa96.jpg,2,ButterflyFish,640,640,0.2625,0.9125,0.13125,0.09375,0.012304687500000001
train,007_jpg.rf.467e989067d43eda95acdd1774d8aa96.jpg,2,ButterflyFish,640,640,0.14140625,0.828125,0.0796875,0.040625,0.0032373046875
train,007_jpg.rf.467e989067d43eda95acdd1774d8aa96.jpg,4,GoldFish,640,640,0.54453125,0.13046875,0.0546875,0.0953125,0.0052124023437499995
train,007_jpg.rf.467e989067d43eda95acdd1774d8aa96.jpg,4,GoldFish,640,640,0.65,0.06015625,0.034375,0.0828125,0.0028466796875
train,007_jpg.rf.467e989067d43eda95acdd1774d8aa96.jpg,4,GoldFish,640,640,0.6546875,0.37890625,0.071875,0.0765625,0.0055029296875
train,007_jpg.rf.67bda12edc8f5c127b95eaaf5068fe36.jpg,2,ButterflyFish,640,640,0.3125,0.24921875,0.103125,0.0859375,0.0088623046875
train,007_jpg.rf.67bda12edc8f5c127b95eaaf5068fe36.jpg,2,ButterflyFish,640,640,0.4984375,0.4703125,0.178125,0.125,0.022265625
train,007_jpg.rf.67bda12edc8f5c127b95eaaf5068fe36.jpg,2,ButterflyFish,640,640,0.30078125,0.6640625,0.2421875,0.19375,0.046923828125000004
train,007_jpg.rf.67bda12edc8f5c127b95eaaf5068fe36.jpg,2,ButterflyFish,640,640,0.175,0.3765625,0.121875,0.103125,0.012568359375
train,007_jpg.rf.67bda12edc8f5c127b95eaaf5068fe36.jpg,2,ButterflyFish,640,640,0.6671875,0.59609375,0.0875,0.1265625,0.011074218749999998
train,007_jpg.rf.67bda12edc8f5c127b95eaaf5068fe36.jpg,2,ButterflyFish,640,640,0.9125,0.7375,0.09375,0.13125,0.012304687500000001
train,007_jpg.rf.67bda12edc8f5c127b95eaaf5068fe36.jpg,2,ButterflyFish,640,640,0.828125,0.85859375,0.040625,0.0796875,0.0032373046875
train,007_jpg.rf.67bda12edc8f5c127b95eaaf5068fe36.jpg,4,GoldFish,640,640,0.13046875,0.45546875,0.0953125,0.0546875,0.0052124023437499995
train,007_jpg.rf.67bda12edc8f5c127b95eaaf5068fe36.jpg,4,GoldFish,640,640,0.06015625,0.35,0.0828125,0.034375,0.0028466796875
train,007_jpg.rf.67bda12edc8f5c127b95eaaf5068fe36.jpg,4,GoldFish,640,640,0.37890625,0.3453125,0.0765625,0.071875,0.0055029296875
train,008_jpg.rf.205c4a41d8e326bdfe2bd9e94fa1bacd.jpg,2,ButterflyFish,640,640,0.325,0.6203125,0.2953125,0.4,0.118125
train,008_jpg.rf.205c4a41d8e326bdfe2bd9e94fa1bacd.jpg,2,ButterflyFish,640,640,0.59453125,0.49375,0.475,0.4125,0.1959375
train,008_jpg.rf.6fa265a7080c2e8beb8cc7b60a6746aa.jpg,2,ButterflyFish,640,640,0.6609375,0.36171875,0.3078125,0.409375,0.1260107421875
train,008_jpg.rf.6fa265a7080c2e8beb8cc7b60a6746aa.jpg,2,ButterflyFish,640,640,0.40625,0.515625,0.4875,0.428125,0.20871093749999997
train,008_jpg.rf.c15e5173aeea79d9d7c07714cd5a3444.jpg,2,ButterflyFish,640,640,0.3734375,0.3296875,0.390625,0.28125,0.10986328125
train,008_jpg.rf.c15e5173aeea79d9d7c07714cd5a3444.jpg,2,ButterflyFish,640,640,0.509375,0.59453125,0.396875,0.4609375,0.1829345703125
train,008_jpg.rf.fca2ee879008bae7569960f5df664216.jpg,2,ButterflyFish,640,640,0.6265625,0.6703125,0.390625,0.28125,0.10986328125
train,008_jpg.rf.fca2ee879008bae7569960f5df664216.jpg,2,ButterflyFish,640,640,0.490625,0.40546875,0.396875,0.4609375,0.1829345703125
train,00977061_jpg.rf.4a9c639d39643e9d6e460117dfb41334.jpg,3,ClownFish,640,640,0.32890625,0.54921875,0.371875,0.2546875,0.09471191406250001
train,00977061_jpg.rf.4a9c639d39643e9d6e460117dfb41334.jpg,3,ClownFish,640,640,0.184375,0.309375,0.1765625,0.3734375,0.06593505859375
train,00977061_jpg.rf.4a9c639d39643e9d6e460117dfb41334.jpg,3,ClownFish,640,640,0.4,0.24453125,0.1796875,0.2265625,0.04071044921875
train,00977061_jpg.rf.5848d6724c13676688c14d816868c139.jpg,3,ClownFish,640,640,0.56953125,0.6640625,0.2984375,0.4,0.11937500000000001
train,00977061_jpg.rf.5848d6724c13676688c14d816868c139.jpg,3,ClownFish,640,640,0.34921875,0.83671875,0.3921875,0.2203125,0.08640380859375
train,00977061_jpg.rf.5848d6724c13676688c14d816868c139.jpg,3,ClownFish,640,640,0.25859375,0.63046875,0.246875,0.20625,0.05091796875
train,009_jpg.rf.16127751eef04d0926e15485ef8196dd.jpg,2,ButterflyFish,640,640,0.48671875,0.18515625,0.2984375,0.2125,0.06341796875
train,009_jpg.rf.16127751eef04d0926e15485ef8196dd.jpg,2,ButterflyFish,640,640,0.4640625,0.48203125,0.29375,0.234375,0.06884765625
train,009_jpg.rf.16127751eef04d0926e15485ef8196dd.jpg,2,ButterflyFish,640,640,0.2796875,0.4890625,0.1734375,0.18125,0.031435546875
train,009_jpg.rf.16127751eef04d0926e15485ef8196dd.jpg,2,ButterflyFish,640,640,0.51640625,0.778125,0.2796875,0.203125,0.0568115234375
train,009_jpg.rf.c04effe0cbebad92b67e7d84fd7252a4.jpg,2,ButterflyFish,640,640,0.8140625,0.525,0.1796875,0.278125,0.049975585937500004
train,009_jpg.rf.c04effe0cbebad92b67e7d84fd7252a4.jpg,2,ButterflyFish,640,640,0.521875,0.46640625,0.203125,0.2703125,0.0549072265625
train,009_jpg.rf.c04effe0cbebad92b67e7d84fd7252a4.jpg,2,ButterflyFish,640,640,0.5375,0.2828125,0.1640625,0.1546875,0.02537841796875
train,009_jpg.rf.c04effe0cbebad92b67e7d84fd7252a4.jpg,2,ButterflyFish,640,640,0.221875,0.48203125,0.171875,0.2609375,0.0448486328125
train,011_jpg.rf.1445faefecbce3608c6c849a167d23a3.jpg,2,ButterflyFish,640,640,0.69375,0.21640625,0.196875,0.1703125,0.0335302734375
train,011_jpg.rf.1445faefecbce3608c6c849a167d23a3.jpg,2,ButterflyFish,640,640,0.74375,0.34296875,0.1859375,0.15625,0.029052734375
train,011_jpg.rf.1445faefecbce3608c6c849a167d23a3.jpg,2,ButterflyFish,640,640,0.7890625,0.46328125,0.1453125,0.078125,0.0113525390625
train,011_jpg.rf.1445faefecbce3608c6c849a167d23a3.jpg,2,ButterflyFish,640,640,0.80703125,0.546875,0.0984375,0.0703125,0.0069213867187499995
train,011_jpg.rf.1445faefecbce3608c6c849a167d23a3.jpg,2,ButterflyFish,640,640,0.796875,0.60234375,0.1359375,0.1078125,0.01465576171875
train,011_jpg.rf.1445faefecbce3608c6c849a167d23a3.jpg,2,ButterflyFish,640,640,0.7546875,0.6375,0.1125,0.0859375,0.00966796875
train,011_jpg.rf.1445faefecbce3608c6c849a167d23a3.jpg,2,ButterflyFish,640,640,0.66328125,0.471875,0.128125,0.1171875,0.015014648437499998
train,011_jpg.rf.1445faefecbce3608c6c849a167d23a3.jpg,2,ButterflyFish,640,640,0.5046875,0.4265625,0.16875,0.1421875,0.023994140625
train,011_jpg.rf.1445faefecbce3608c6c849a167d23a3.jpg,2,ButterflyFish,640,640,0.41640625,0.56875,0.171875,0.1203125,0.0206787109375
train,011_jpg.rf.1445faefecbce3608c6c849a167d23a3.jpg,2,ButterflyFish,640,640,0.5796875,0.55,0.11875,0.10625,0.0126171875
train,011_jpg.rf.1445faefecbce3608c6c849a167d23a3.jpg,2,ButterflyFish,640,640,0.5609375,0.63671875,0.1828125,0.1265625,0.02313720703125
train,011_jpg.rf.1445faefecbce3608c6c849a167d23a3.jpg,2,ButterflyFish,640,640,0.69609375,0.74765625,0.1,0.115625,0.011562500000000002
train,011_jpg.rf.1445faefecbce3608c6c849a167d23a3.jpg,2,ButterflyFish,640,640,0.6375,0.759375,0.115625,0.1125,0.0130078125
train,011_jpg.rf.1445faefecbce3608c6c849a167d23a3.jpg,2,ButterflyFish,640,640,0.609375,0.85234375,0.109375,0.1359375,0.014868164062499998
train,011_jpg.rf.1445faefecbce3608c6c849a167d23a3.jpg,2,ButterflyFish,640,640,0.5234375,0.83828125,0.140625,0.134375,0.018896484374999998
train,011_jpg.rf.1445faefecbce3608c6c849a167d23a3.jpg,2,ButterflyFish,640,640,0.41953125,0.71796875,0.1734375,0.115625,0.0200537109375
train,011_jpg.rf.1445faefecbce3608c6c849a167d23a3.jpg,2,ButterflyFish,640,640,0.44765625,0.7890625,0.134375,0.1203125,0.0161669921875
train,011_jpg.rf.1445faefecbce3608c6c849a167d23a3.jpg,2,ButterflyFish,640,640,0.35390625,0.85234375,0.1453125,0.1265625,0.01839111328125
train,011_jpg.rf.22172f7255916af16a4aaac7372ddcbc.jpg,2,ButterflyFish,640,640,0.81328125,0.64140625,0.1421875,0.175,0.024882812499999997
train,011_jpg.rf.22172f7255916af16a4aaac7372ddcbc.jpg,2,ButterflyFish,640,640,0.696875,0.7125,0.1296875,0.165625,0.0214794921875
train,011_jpg.rf.22172f7255916af16a4aaac7372ddcbc.jpg,2,ButterflyFish,640,640,0.58671875,0.778125,0.0546875,0.1375,0.007519531250000001
train,011_jpg.rf.22172f7255916af16a4aaac7372ddcbc.jpg,2,ButterflyFish,640,640,0.50703125,0.81015625,0.0546875,0.090625,0.0049560546875
train,011_jpg.rf.22172f7255916af16a4aaac7372ddcbc.jpg,2,ButterflyFish,640,640,0.45078125,0.81015625,0.0875,0.121875,0.0106640625
train,011_jpg.rf.22172f7255916af16a4aaac7372ddcbc.jpg,2,ButterflyFish,640,640,0.40859375,0.775,0.06875,0.1015625,0.006982421875
train,011_jpg.rf.22172f7255916af16a4aaac7372ddcbc.jpg,2,ButterflyFish,640,640,0.55625,0.65625,0.0984375,0.1125,0.01107421875
train,011_jpg.rf.22172f7255916af16a4aaac7372ddcbc.jpg,2,ButterflyFish,640,640,0.5734375,0.4921875,0.1171875,0.15,0.017578125
train,011_jpg.rf.22172f7255916af16a4aaac7372ddcbc.jpg,2,ButterflyFish,640,640,0.41796875,0.4296875,0.09375,0.1578125,0.014794921874999999
train,011_jpg.rf.22172f7255916af16a4aaac7372ddcbc.jpg,2,ButterflyFish,640,640,0.46484375,0.5875,0.0890625,0.1046875,0.009323730468750001
train,011_jpg.rf.22172f7255916af16a4aaac7372ddcbc.jpg,2,ButterflyFish,640,640,0.37578125,0.58359375,0.0984375,0.16875,0.016611328125
train,011_jpg.rf.22172f7255916af16a4aaac7372ddcbc.jpg,2,ButterflyFish,640,640,0.28984375,0.7359375,0.103125,0.0828125,0.0085400390625
train,011_jpg.rf.22172f7255916af16a4aaac7372ddcbc.jpg,2,ButterflyFish,640,640,0.26875,0.68046875,0.096875,0.1,0.009687500000000002
train,011_jpg.rf.22172f7255916af16a4aaac7372ddcbc.jpg,2,ButterflyFish,640,640,0.171875,0.66875,0.121875,0.0890625,0.0108544921875
train,011_jpg.rf.22172f7255916af16a4aaac7372ddcbc.jpg,2,ButterflyFish,640,640,0.17109375,0.58203125,0.115625,0.121875,0.014091796875
train,011_jpg.rf.22172f7255916af16a4aaac7372ddcbc.jpg,2,ButterflyFish,640,640,0.27109375,0.45859375,0.0890625,0.1609375,0.014333496093750002
train,011_jpg.rf.22172f7255916af16a4aaac7372ddcbc.jpg,2,ButterflyFish,640,640,0.20625,0.4984375,0.1015625,0.11875,0.012060546875
train,011_jpg.rf.22172f7255916af16a4aaac7372ddcbc.jpg,2,ButterflyFish,640,640,0.12734375,0.4171875,0.10625,0.128125,0.013613281249999998
train,011_jpg.rf.2b800fd31c727ea4e29b7e59269276ab.jpg,2,ButterflyFish,640,640,0.1703125,0.59609375,0.165625,0.19375,0.03208984375
train,011_jpg.rf.2b800fd31c727ea4e29b7e59269276ab.jpg,2,ButterflyFish,640,640,0.27578125,0.6828125,0.1515625,0.1828125,0.027707519531249995
train,011_jpg.rf.2b800fd31c727ea4e29b7e59269276ab.jpg,2,ButterflyFish,640,640,0.37578125,0.76328125,0.0734375,0.14375,0.010556640624999999
train,011_jpg.rf.2b800fd31c727ea4e29b7e59269276ab.jpg,2,ButterflyFish,640,640,0.45,0.80625,0.0671875,0.096875,0.0065087890625
train,011_jpg.rf.2b800fd31c727ea4e29b7e59269276ab.jpg,2,ButterflyFish,640,640,0.50546875,0.8140625,0.103125,0.1328125,0.013696289062499999
train,011_jpg.rf.2b800fd31c727ea4e29b7e59269276ab.jpg,2,ButterflyFish,640,640,0.55234375,0.78515625,0.0828125,0.109375,0.0090576171875
train,011_jpg.rf.2b800fd31c727ea4e29b7e59269276ab.jpg,2,ButterflyFish,640,640,0.42265625,0.646875,0.1125,0.125,0.0140625
train,011_jpg.rf.2b800fd31c727ea4e29b7e59269276ab.jpg,2,ButterflyFish,640,640,0.428125,0.48203125,0.1375,0.165625,0.0227734375
