Image,True_Class,Box_Area,Size_Category
batch_google_40_molly_40_jpg.rf.18ac026073529816c2961ddf83b2414a.jpg,PlatyFish,0.38925354003906254,normal
batch_ytvideo_165_molly_154_jpg.rf.ee3e7c75a9d7536d54956eed4f3fe670.jpg,PlatyFish,0.010458984374999999,normal
batch_ytvideo_165_molly_154_jpg.rf.ee3e7c75a9d7536d54956eed4f3fe670.jpg,PlatyFish,0.01515625,normal
batch_ytvideo_165_molly_154_jpg.rf.ee3e7c75a9d7536d54956eed4f3fe670.jpg,PlatyFish,0.007724609375,small
batch_ytvideo_165_molly_57_jpg.rf.a03d8f8110ae48bc9f7b73d80903b298.jpg,PlatyFish,0.013985595703125001,normal
batch_ytvideo_165_molly_57_jpg.rf.a03d8f8110ae48bc9f7b73d80903b298.jpg,PlatyFish,0.011838989257812502,normal
batch_ytvideo_165_molly_57_jpg.rf.a03d8f8110ae48bc9f7b73d80903b298.jpg,PlatyFish,0.015104980468749998,normal
batch_ytvideo_165_molly_57_jpg.rf.a03d8f8110ae48bc9f7b73d80903b298.jpg,PlatyFish,0.006163330078124999,small
batch_ytvideo_165_molly_57_jpg.rf.a03d8f8110ae48bc9f7b73d80903b298.jpg,PlatyFish,0.0094732666015625,small
batch_ytvideo_165_molly_58_jpg.rf.0918ae7a7ca58aa992a244b43ae34000.jpg,PlatyFish,0.007331542968749999,small
batch_ytvideo_165_molly_58_jpg.rf.0918ae7a7ca58aa992a244b43ae34000.jpg,PlatyFish,0.01201171875,normal
batch_ytvideo_165_molly_58_jpg.rf.0918ae7a7ca58aa992a244b43ae34000.jpg,PlatyFish,0.018417968749999996,normal
batch_ytvideo_165_molly_69_jpg.rf.eeef6396de5e3393de627e10cb359066.jpg,PlatyFish,0.011967773437499999,normal
batch_ytvideo_165_molly_69_jpg.rf.eeef6396de5e3393de627e10cb359066.jpg,PlatyFish,0.0325860595703125,normal
batch_ytvideo_165_molly_69_jpg.rf.eeef6396de5e3393de627e10cb359066.jpg,PlatyFish,0.018691406249999997,normal
batch_ytvideo_91_goldfish_43_jpg.rf.5a8e0e251522f7ae4f9c68adcab22fdf.jpg,GoldFish,0.0056195068359375005,small
batch_ytvideo_91_goldfish_78_jpg.rf.85d72f16d9afdc2f74f266961af07097.jpg,GoldFish,0.016995849609375002,normal
batch_ytvideo_91_goldfish_9_jpg.rf.6044aca1285e18e9b06ffa4afb421ea7.jpg,GoldFish,0.042956542968750004,normal
iStock_91240281_SMALL_jpg.rf.0ffce9d63425690f897b1d62c29d6bff.jpg,ButterflyFish,0.09090087890625,normal
images-2023-05-20T172329-822_jpeg_jpg.rf.e0e52acce6a13abd1d61c0c675a2ded7.jpg,BlueTang,0.07568359375,normal
images-2023-05-20T172335-381_jpeg_jpg.rf.c329facd875084401bdfaaa7edaada04.jpg,BlueTang,0.0475146484375,normal
images-2023-05-20T172337-630_jpeg_jpg.rf.f2a5729165b54841a5b39736ca48af2d.jpg,BlueTang,0.06829589843749999,normal
images-2023-05-20T172338-839_jpeg_jpg.rf.18a688ebf6893495a40d34fc22d70a55.jpg,BlueTang,0.023095703125,normal
images-2023-05-20T172338-982_jpeg_jpg.rf.a633001d0212ce013878a6a4ea209f21.jpg,BlueTang,0.1174609375,normal
images-2023-05-20T172338-982_jpeg_jpg.rf.a633001d0212ce013878a6a4ea209f21.jpg,BlueTang,0.137158203125,normal
images-2023-05-20T172340-041_jpeg_jpg.rf.89b85f9009c9776f0dc39a5a4224ab85.jpg,ButterflyFish,0.036914062500000004,normal
images-2023-05-20T172340-368_jpeg_jpg.rf.351877a7ca6ae30c87fbdb2ebcd03354.jpg,BlueTang,0.014775390625,normal
images-64-_jpeg_jpg.rf.7f0eaa5bdaaee8b3ae14f38751f8c8dc.jpg,ButterflyFish,0.09959716796875,normal
moorish_idol_88_jpg.rf.2641e2267922955fccb94fb1c359a083.jpg,MorishIdol,0.013736572265625,normal
