Image,Predicted_Class,Confidence
IMG_3127_jpg.rf.44cd058c00c2cb18967ec2e85d1dfacb.jpg,YellowCichlid,0.2682240605354309
IMG_3127_jpg.rf.44cd058c00c2cb18967ec2e85d1dfacb.jpg,YellowCichlid,0.2505418360233307
ParacanthurusHepatus-218-_jpg.rf.1776afe91c2ccb52d48f44ee98ca7ef4.jpg,BlueTang,0.34729936718940735
ParacanthurusHepatus-254-_jpg.rf.be8f8534fdaf6566310e037d58fec6c1.jpg,BlueTang,0.9340404272079468
ParacanthurusHepatus-255-_jpg.rf.e83eccd217fa3f49ef87d8bf8c9e2b62.jpg,BlueTang,0.9222790002822876
Zebrafish-Not-Green-333-_png_jpg.rf.018972f18bd6ab65eb41798042c1ac81.jpg,ZebraFish,0.5097112059593201
Zebrafish-Not-Green-340-_png_jpg.rf.25a4bfca311359ccc7edb42b093e88c6.jpg,ZebraFish,0.8492224812507629
Zebrafish-Not-Green-358-_png_jpg.rf.6af2d6a0298fe2574a0f1f0a2f363cdb.jpg,PlatyFish,0.7839771509170532
Zebrafish-Not-Green-358-_png_jpg.rf.6af2d6a0298fe2574a0f1f0a2f363cdb.jpg,ZebraFish,0.3001488745212555
ZebrasomaFlavescens-158-_jpg.rf.865b41d8700afbe9b15cf8e6a5eeae2c.jpg,ClownFish,0.6481199860572815
ZebrasomaFlavescens-272-_jpg.rf.111ab934d95f7a15e1758e54b9d54945.jpg,YellowTang,0.47682419419288635
ZebrasomaFlavescens-272-_jpg.rf.111ab934d95f7a15e1758e54b9d54945.jpg,ButterflyFish,0.44118532538414
ZebrasomaFlavescens-272-_jpg.rf.111ab934d95f7a15e1758e54b9d54945.jpg,YellowTang,0.41813158988952637
ZebrasomaFlavescens-272-_jpg.rf.111ab934d95f7a15e1758e54b9d54945.jpg,YellowTang,0.2760741710662842
ZebrasomaFlavescens-279-_jpg.rf.efab580dceda6046704f9f6521785222.jpg,ClownFish,0.9103711843490601
ZebrasomaFlavescens-279-_jpg.rf.efab580dceda6046704f9f6521785222.jpg,YellowTang,0.8122891187667847
ZebrasomaFlavescens-279-_jpg.rf.efab580dceda6046704f9f6521785222.jpg,BlueTang,0.2952405512332916
ZebrasomaFlavescens-303-_jpg.rf.118e48c4545340c67bc62449df98e140.jpg,YellowTang,0.4673483669757843
ZebrasomaFlavescens-303-_jpg.rf.118e48c4545340c67bc62449df98e140.jpg,YellowTang,0.3268689513206482
ZebrasomaFlavescens-440-_jpg.rf.2bc0c4d4bbc859bd87c0b46726543351.jpg,YellowTang,0.5608976483345032
ZebrasomaFlavescens-440-_jpg.rf.2bc0c4d4bbc859bd87c0b46726543351.jpg,YellowTang,0.4922622740268707
ZebrasomaFlavescens-498-_jpg.rf.a277c4390ca9b0e948879827a22ba682.jpg,YellowTang,0.6188461184501648
ZebrasomaFlavescens-558-_jpg.rf.df0042a48ec7a2dfae43a67b8199b28c.jpg,ClownFish,0.5492645502090454
ZebrasomaFlavescens-558-_jpg.rf.df0042a48ec7a2dfae43a67b8199b28c.jpg,ClownFish,0.3741638660430908
batch_google_40_molly_40_jpg.rf.18ac026073529816c2961ddf83b2414a.jpg,AngelFish,0.6212809085845947
batch_google_40_molly_40_jpg.rf.18ac026073529816c2961ddf83b2414a.jpg,Gourami,0.27139121294021606
batch_ytvideo_165_molly_105_jpg.rf.e2f9eb335c46385979f5db2fe4ff3051.jpg,PlatyFish,0.7334761023521423
batch_ytvideo_165_molly_122_jpg.rf.6683c9ecb6e7223e069a0f6317c9b535.jpg,PlatyFish,0.44647300243377686
batch_ytvideo_165_molly_12_jpg.rf.c125491e0ac7f3bc8e8716fd7abd1847.jpg,PlatyFish,0.45908844470977783
batch_ytvideo_165_molly_143_jpg.rf.d22dec2b595547a2e36a9bac691c959f.jpg,PlatyFish,0.8750491738319397
batch_ytvideo_165_molly_162_jpg.rf.a2b8115a99e3ddeb826c14d3c1a113eb.jpg,PlatyFish,0.7998726963996887
batch_ytvideo_165_molly_163_jpg.rf.46e615a31d8c20cc81be9caa1de222c2.jpg,PlatyFish,0.8755238652229309
batch_ytvideo_165_molly_163_jpg.rf.46e615a31d8c20cc81be9caa1de222c2.jpg,PlatyFish,0.6746028065681458
batch_ytvideo_165_molly_28_jpg.rf.d9cbc6863649f9f7e8b248ea1eda7a75.jpg,PlatyFish,0.776063084602356
batch_ytvideo_165_molly_28_jpg.rf.d9cbc6863649f9f7e8b248ea1eda7a75.jpg,PlatyFish,0.6726612448692322
batch_ytvideo_165_molly_28_jpg.rf.d9cbc6863649f9f7e8b248ea1eda7a75.jpg,PlatyFish,0.4574207365512848
batch_ytvideo_165_molly_39_jpg.rf.c3c1429bbe60ede7713bf676b0b498d0.jpg,PlatyFish,0.8973002433776855
batch_ytvideo_165_molly_41_jpg.rf.d0844684e2cfc0a1d5634a83f045103e.jpg,PlatyFish,0.6971347332000732
batch_ytvideo_165_molly_57_jpg.rf.a03d8f8110ae48bc9f7b73d80903b298.jpg,PlatyFish,0.7452706098556519
batch_ytvideo_165_molly_57_jpg.rf.a03d8f8110ae48bc9f7b73d80903b298.jpg,PlatyFish,0.6915091872215271
batch_ytvideo_165_molly_58_jpg.rf.0918ae7a7ca58aa992a244b43ae34000.jpg,PlatyFish,0.72923344373703
batch_ytvideo_165_molly_58_jpg.rf.0918ae7a7ca58aa992a244b43ae34000.jpg,PlatyFish,0.7198410034179688
batch_ytvideo_165_molly_58_jpg.rf.0918ae7a7ca58aa992a244b43ae34000.jpg,PlatyFish,0.2838202714920044
batch_ytvideo_165_molly_58_jpg.rf.0918ae7a7ca58aa992a244b43ae34000.jpg,PlatyFish,0.2530987560749054
batch_ytvideo_165_molly_69_jpg.rf.eeef6396de5e3393de627e10cb359066.jpg,PlatyFish,0.850039005279541
batch_ytvideo_165_molly_69_jpg.rf.eeef6396de5e3393de627e10cb359066.jpg,PlatyFish,0.8100119233131409
batch_ytvideo_165_molly_69_jpg.rf.eeef6396de5e3393de627e10cb359066.jpg,PlatyFish,0.7419540286064148
batch_ytvideo_165_molly_69_jpg.rf.eeef6396de5e3393de627e10cb359066.jpg,PlatyFish,0.6298261880874634
batch_ytvideo_165_molly_69_jpg.rf.eeef6396de5e3393de627e10cb359066.jpg,PlatyFish,0.5132441520690918
batch_ytvideo_165_molly_69_jpg.rf.eeef6396de5e3393de627e10cb359066.jpg,PlatyFish,0.5019323825836182
batch_ytvideo_165_molly_69_jpg.rf.eeef6396de5e3393de627e10cb359066.jpg,PlatyFish,0.405792236328125
batch_ytvideo_165_molly_69_jpg.rf.eeef6396de5e3393de627e10cb359066.jpg,PlatyFish,0.37778612971305847
batch_ytvideo_165_molly_69_jpg.rf.eeef6396de5e3393de627e10cb359066.jpg,PlatyFish,0.3200078010559082
batch_ytvideo_165_molly_69_jpg.rf.eeef6396de5e3393de627e10cb359066.jpg,PlatyFish,0.31378406286239624
batch_ytvideo_165_molly_69_jpg.rf.eeef6396de5e3393de627e10cb359066.jpg,PlatyFish,0.28294920921325684
batch_ytvideo_91_goldfish_13_jpg.rf.b245fe7b24243f3b97c0e505e80adb61.jpg,GoldFish,0.8897133469581604
batch_ytvideo_91_goldfish_13_jpg.rf.b245fe7b24243f3b97c0e505e80adb61.jpg,GoldFish,0.8323761820793152
batch_ytvideo_91_goldfish_31_jpg.rf.929594c551f5597c3dfb896ea17b0f45.jpg,GoldFish,0.8756387829780579
batch_ytvideo_91_goldfish_31_jpg.rf.929594c551f5597c3dfb896ea17b0f45.jpg,GoldFish,0.7591323256492615
batch_ytvideo_91_goldfish_43_jpg.rf.5a8e0e251522f7ae4f9c68adcab22fdf.jpg,PlatyFish,0.6473450660705566
batch_ytvideo_91_goldfish_50_jpg.rf.e38cd090fc3cc1cff74fe30bee316d14.jpg,GoldFish,0.335964560508728
batch_ytvideo_91_goldfish_61_jpg.rf.73f014346b2200ffd5fe637f07ef56b9.jpg,GoldFish,0.6529628038406372
batch_ytvideo_91_goldfish_72_jpg.rf.9676be483bb3efe81ae0835806bd50d7.jpg,GoldFish,0.8810456991195679
batch_ytvideo_91_goldfish_72_jpg.rf.9676be483bb3efe81ae0835806bd50d7.jpg,GoldFish,0.546470046043396
batch_ytvideo_91_goldfish_78_jpg.rf.85d72f16d9afdc2f74f266961af07097.jpg,GoldFish,0.4992889165878296
batch_ytvideo_91_goldfish_7_jpg.rf.e2c00ea00f7c296e8bded13b28d38827.jpg,GoldFish,0.849987804889679
batch_ytvideo_91_goldfish_82_jpg.rf.a030311179e3b7f95963bb4430899d36.jpg,GoldFish,0.5689300894737244
batch_ytvideo_91_goldfish_82_jpg.rf.a030311179e3b7f95963bb4430899d36.jpg,GoldFish,0.44388875365257263
batch_ytvideo_91_goldfish_82_jpg.rf.a030311179e3b7f95963bb4430899d36.jpg,GoldFish,0.2501525580883026
batch_ytvideo_91_goldfish_88_jpg.rf.2d4c54d19c3f81621c1c7c77b97db0f4.jpg,GoldFish,0.8613734245300293
batch_ytvideo_91_goldfish_88_jpg.rf.2d4c54d19c3f81621c1c7c77b97db0f4.jpg,GoldFish,0.49386703968048096
batch_ytvideo_91_goldfish_88_jpg.rf.2d4c54d19c3f81621c1c7c77b97db0f4.jpg,GoldFish,0.29372891783714294
bmbdr0_jpeg.rf.1b7f2d14f30ee91b5dc2ec48ddd8196b.jpg,ThreeStripedDamselfish,0.8956223726272583
https_3A_2F_2Fstatic-inaturalist-org_2Fphotos_2F11967666_2Foriginal-1-_jpg.rf.89148670769fe0feda0cddaa64d3b186.jpg,ThreeStripedDamselfish,0.9245617389678955
https_3A_2F_2Fstatic-inaturalist-org_2Fphotos_2F11967666_2Foriginal-1-_jpg.rf.89148670769fe0feda0cddaa64d3b186.jpg,YellowTang,0.7598345279693604
iStock_91240281_SMALL_jpg.rf.0ffce9d63425690f897b1d62c29d6bff.jpg,YellowTang,0.9139595031738281
images-2023-05-20T172329-643_jpeg_jpg.rf.c92626d516bce08a36498ac38870ab00.jpg,BlueTang,0.8199316263198853
images-2023-05-20T172329-643_jpeg_jpg.rf.c92626d516bce08a36498ac38870ab00.jpg,BlueTang,0.5496143102645874
images-2023-05-20T172329-643_jpeg_jpg.rf.c92626d516bce08a36498ac38870ab00.jpg,BlueTang,0.2929031252861023
images-2023-05-20T172329-643_jpeg_jpg.rf.c92626d516bce08a36498ac38870ab00.jpg,BlueTang,0.26210716366767883
images-2023-05-20T172330-976_jpeg_jpg.rf.419792efa8c69cb1b7cef6865aa94210.jpg,BlueTang,0.7548636198043823
images-2023-05-20T172331-978_jpeg_jpg.rf.85aa7d2b4eaa4f844e098500f6ed1e5b.jpg,BlueTang,0.44506725668907166
images-2023-05-20T172333-380_jpeg_jpg.rf.2848b4346b7c7c81f85f2886fe87b121.jpg,ClownFish,0.5227852463722229
images-2023-05-20T172334-598_jpeg_jpg.rf.42bcb2cfe31ab4da31a8c064f7f03dee.jpg,BlueTang,0.4862141013145447
images-2023-05-20T172335-381_jpeg_jpg.rf.dd7d3b12117c2c2d7f8316540d5da9cb.jpg,MorishIdol,0.2763817310333252
images-2023-05-20T172337-630_jpeg_jpg.rf.f2a5729165b54841a5b39736ca48af2d.jpg,YellowTang,0.850928008556366
images-2023-05-20T172337-840_jpeg_jpg.rf.32d2558c03ea4cd22edac89104649cf4.jpg,ClownFish,0.6223501563072205
images-2023-05-20T172337-840_jpeg_jpg.rf.32d2558c03ea4cd22edac89104649cf4.jpg,ZebraFish,0.5399496555328369
images-2023-05-20T172337-840_jpeg_jpg.rf.32d2558c03ea4cd22edac89104649cf4.jpg,GoldFish,0.3361383378505707
images-2023-05-20T172337-840_jpeg_jpg.rf.32d2558c03ea4cd22edac89104649cf4.jpg,Gourami,0.3270052671432495
images-2023-05-20T172338-839_jpeg_jpg.rf.18a688ebf6893495a40d34fc22d70a55.jpg,ZebraFish,0.6596178412437439
images-2023-05-20T172338-982_jpeg_jpg.rf.a633001d0212ce013878a6a4ea209f21.jpg,YellowTang,0.8030929565429688
images-2023-05-20T172339-428_jpeg_jpg.rf.faf592e1729bbd385a15b44866736672.jpg,YellowTang,0.9029459357261658
images-2023-05-20T172339-428_jpeg_jpg.rf.faf592e1729bbd385a15b44866736672.jpg,ClownFish,0.7446971535682678
images-2023-05-20T172341-621_jpeg_jpg.rf.6040fae99d2c749617c98506d21633db.jpg,BlueTang,0.7930992245674133
images-2023-05-20T172341-621_jpeg_jpg.rf.6040fae99d2c749617c98506d21633db.jpg,BlueTang,0.37394770979881287
images-2023-05-20T172342-607_jpeg_jpg.rf.d437d4bec798663e1e60291a5a286f84.jpg,RibbonedSweetlips,0.5516397953033447
images-2023-05-20T172343-444_jpeg_jpg.rf.40f6573e8a8ac1723f76500ef924f6b3.jpg,BlueTang,0.2580234408378601
images-64-_jpeg_jpg.rf.7f0eaa5bdaaee8b3ae14f38751f8c8dc.jpg,YellowTang,0.9147854447364807
images-74-_jpeg_jpg.rf.d4c0b2a5cd1ff6b36334a09a5facaaed.jpg,YellowTang,0.7353940606117249
images-89-_jpeg_jpg.rf.b227f9dc7d287df340e20122ec00d3f3.jpg,BlueTang,0.9087006449699402
moorish_idol_40_jpg.rf.5d04fc8d009e09ed92c06fa67c2be7c1.jpg,MorishIdol,0.45727065205574036
moorish_idol_88_jpg.rf.2641e2267922955fccb94fb1c359a083.jpg,MorishIdol,0.8690799474716187
moorish_idol_88_jpg.rf.2641e2267922955fccb94fb1c359a083.jpg,MorishIdol,0.4562786817550659
palette-surgeonfish-paracanthurus-hepatus-on-coral-reef-in-tulamben-F9A57J_jpg.rf.f8960f2d735db086fe4d2d416d7d0b6e.jpg,BlueTang,0.5264183878898621
paracanthurus-hepatus-1-_jpg.rf.295da4761a0213cfba86da26ab78d295.jpg,BlueTang,0.9665129780769348
paracanthurus-hepatus-1-_jpg.rf.295da4761a0213cfba86da26ab78d295.jpg,BlueTang,0.5256912708282471
paracanthurus-hepatus-blue-tang-m_jpg.rf.b9e5366c98a272315d813990bd50d406.jpg,BlueTang,0.832872748374939
ribboned_sweetlips_73_jpg.rf.53449fd1d172dc7ea2c8d30be55da627.jpg,RibbonedSweetlips,0.899239718914032
unnamed-1_jpg.rf.d985ba6638bf11506db6f4719038d46e.jpg,BlueTang,0.37493896484375
videoplayback_mp4-13_jpg.rf.b59b23c1a1afcfae9e458bc778ded87d.jpg,GoldFish,0.730383574962616
videoplayback_mp4-36_jpg.rf.00daa0413d044be448bd7cdc7a1fb76d.jpg,GoldFish,0.8396040201187134
youtube-10_jpg.rf.7cbd00f10c1630d97fd38b2b7fa5488b.jpg,ThreeStripedDamselfish,0.8207845687866211
youtube-20_jpg.rf.4de6fd46a3d463b5ffeca101fe1ac06e.jpg,ThreeStripedDamselfish,0.9212446808815002
youtube-26_jpg.rf.e8030891fde99ad0a9088ac0ba731caa.jpg,ThreeStripedDamselfish,0.8898565173149109
youtube-35_jpg.rf.3bab19652ad1d82fea8cdf5373ecc387.jpg,ThreeStripedDamselfish,0.8859459161758423
youtube-35_jpg.rf.3bab19652ad1d82fea8cdf5373ecc387.jpg,ThreeStripedDamselfish,0.6511223912239075
youtube-35_jpg.rf.3bab19652ad1d82fea8cdf5373ecc387.jpg,ThreeStripedDamselfish,0.5947381258010864
youtube-35_jpg.rf.3bab19652ad1d82fea8cdf5373ecc387.jpg,ThreeStripedDamselfish,0.4582529366016388
youtube-35_jpg.rf.48a3103f0631945dd6d8ae926dda6543.jpg,ThreeStripedDamselfish,0.8450695276260376
youtube-53_jpg.rf.a50d88da6dcbc8dc8e14cc222a1bea3a.jpg,ThreeStripedDamselfish,0.9226036071777344
youtube-53_jpg.rf.a50d88da6dcbc8dc8e14cc222a1bea3a.jpg,ThreeStripedDamselfish,0.8773642182350159
youtube-62_jpg.rf.86a7b71f14a8edc513b9700b70ffa7c2.jpg,ThreeStripedDamselfish,0.8380798101425171
youtube-62_jpg.rf.86a7b71f14a8edc513b9700b70ffa7c2.jpg,ThreeStripedDamselfish,0.6028231382369995
youtube-6_jpg.rf.7e421467cb6339bcca3db533d8cf1b4a.jpg,ThreeStripedDamselfish,0.8691519498825073
youtube-6_jpg.rf.7e421467cb6339bcca3db533d8cf1b4a.jpg,ThreeStripedDamselfish,0.8639088273048401
youtube-6_jpg.rf.7e421467cb6339bcca3db533d8cf1b4a.jpg,ThreeStripedDamselfish,0.3374578356742859
